Serial,Watch_wk,Watch_we,Comp_wk,Comp_we,Comph_wk,Comph_we,Smart_wk,Smart_we
1000662,0.5,2,0,0,7,7,7,7
1000663,1,3,5,7,5,7,1,1
1000664,0.5,2,0,0,0.5,1,5,7
1000665,1,2,1,5,0,0,0.5,0
1000666,4,5,0,0,0,0,4,7
1000667,0.5,1,0,0,0,0,7,7
1000668,3,4,0,0,1,1,1,1
1000669,1,0,0,0,0.5,0,7,7
1000670,2,4,0,0,6,7,0.5,1
1000671,4,3,0,0.5,1,0,2,3
1000672,1,2,0,0,0,0.5,2,3
1000673,1,3,0,0,2,3,2,5
1000675,3,5,0,0,0.5,0,5,3
1000676,0.5,1,0,0,1,1,3,3
1000677,5,7,0.5,1,0.5,2,0.5,0
1000678,3,4,0.5,1,3,6,3,5
1000679,4,4,0,0,7,7,7,7
1000680,1,1,0,0,0.5,0.5,7,7
1000682,4,7,0,0.5,2,4,7,6
1000683,5,2,1,1,2,0.5,7,7
1000684,2,3,0,0,4,5,5,6
1000685,1,2,2,3,2,3,1,3
1000686,0.5,0,0,0,0,0,7,7
1000687,2,3,0,0,2,1,6,6
1000688,4,5,0,3,0,0,7,7
1000689,7,7,0,0,0.5,1,7,7
1000690,7,7,0,0,0,0,7,7
1000692,2,4,0,0,1,2,7,7
1000693,1,2,0,0,4,5,4,6
1000694,2,3,0.5,0.5,0.5,0.5,2,3
1000695,6,7,0,0,7,7,7,7
1000696,2,3,0,0,1,1,4,5
1000697,2,5,3,4,0,0,7,7
1000698,2,5,0,0,0,0,7,7
1000699,2,4,0,0,1,0.5,4,6
1000700,1,3,0,0,3,4,3,6
1000701,1,3,0.5,1,3,4,7,7
1000702,0.5,1,0,0.5,1,2,6,3
1000703,2,4,0,0.5,1,1,0,0.5
1000704,0.5,0.5,0,0,0,0,3,5
1000705,0,1,0,0,1,2,0.5,0.5
1000706,2,4,0,0,1,2,2,3
1000707,1,2,0,0,1,0,3,4
1000708,4,5,0,0,3,4,4,5
1000709,1,2,0,0,0.5,1,2,2
1000710,4,5,0,0.5,4,5,3,4
1000711,6,6,0,0,3,5,0.5,1
1000712,2,5,0.5,1,0,0,2,4
1000713,0.5,0.5,0,0,1,0.5,2,0.5
1000714,3,4,0,0,2,3,2,4
1000715,3,5,2,3,1,2,5,7
1000716,2,3,0,0,1,1,1,3
1000717,4,4,0,0,3,3,3,3
1000718,3,7,0,0,2,2,7,7
1000719,2,3,0,0,1,0,2,2
1000720,4,5,0,0,0,0.5,1,1
1000721,0.5,1,0,0,0.5,0.5,0.5,0.5
1000722,0.5,1,0,0,0,0,3,5
1000723,0,1,0,0,1,1,2,2
1000724,2,3,0,0,2,3,2,3
1000725,2,5,0,0,1,3,5,5
1000726,7,7,0.5,1,0.5,0,7,7
1000727,1,2,0,1,1,2,0.5,1
1000728,2,3,0,0,2,5,5,7
1000729,3,6,2,3,0,0,7,7
1000730,5,5,0,0,5,3,3,7
1000731,4,6,0,0,1,0.5,7,5
1000732,2,2,0,0,1,1,5,4
1000734,4,5,0,0,0.5,0.5,6,7
1000735,2,4,0,0,0.5,0.5,4,5
1000737,2,5,2,5,0.5,3,2,4
1000738,1,2,0.5,1,0.5,0.5,3,3
1000739,5,7,0,0.5,1,0,7,7
1000740,3,1,0,0,4,5,5,5
1000741,0,1,0,0,2,2,1,1
1000743,3,6,0,0,1,2,3,4
1000744,2,1,0,0,1,1,2,3
1000745,0,2,0,0,1,3,1,4
1000746,1,2,0,1,3,2,5,5
1000747,3,4,0.5,0,2,3,0.5,0.5
1000748,2,3,0,2,0.5,1,1,2
1000749,2,3,0,0,1,0,7,7
1000750,1,3,0,0,2,2,1,2
1000751,1,1,2,4,0.5,0.5,7,7
1000752,3,1,0,1,2,1,7,7
1000753,2,3,0,0.5,1,2,2,5
1000754,2,7,0,0.5,2,6,1,1
1000755,1,2,0,0,3,6,5,2
1000756,4,7,0.5,2,4,7,3,3
1000757,1,2,0,0,3,5,1,2
1000758,1,2,0,0,1,3,2,4
1000759,0.5,2,0,0,5,6,5,6
1000760,5,6,3,4,0.5,0.5,0,0
1000761,2,2,0,0,1,2,3,5
1000762,3,4,0,0,1,0,5,5
1000763,2,1,0,0,0,3,0.5,1
1000764,1,0.5,0,0,4,4,2,2
1000765,3,5,1,3,6,6,7,7
1000766,2,2,0,0,0.5,0.5,1,1
1000767,2,2,0,0,0.5,0,5,6
1000768,2,3,0,0,1,3,0,0
1000769,5,0.5,0,0,0,0,7,7
1000770,7,6,0,0,0.5,0.5,7,7
1000771,1,3,0,0,0,0,3,4
1000772,5,6,0.5,1,4,5,7,7
1000774,1,2,0,0,0,0.5,1,2
1000775,6,4,1,1,1,0.5,7,7
1000776,0.5,2,0,0,0.5,0.5,0.5,1
1000777,0,2,0,0,0,0,0,2
1000778,2,3,0,0,1,3,4,6
1000779,4,6,0,0,1,0,6,7
1000780,4,4,0,0,4,5,5,7
1000781,2,3,0,0,0.5,0,4,4
1000782,1,3,0,0,4,3,1,3
1000784,3,4,0,0,4,4,6,6
1000785,3,7,0,0,7,7,7,7
1000786,7,7,0,0.5,7,7,7,7
1000787,7,7,0.5,0.5,2,1,5,6
1000788,7,7,0,0,1,0,6,7
1000789,2,3,0,0,0.5,1,2,3
1000790,5,7,0,0,1,0.5,5,7
1000791,2,4,0,0,2,3,4,4
1000793,5,7,1,2,2,3,2,3
1000794,3,5,0,0,0,2,3,5
1000795,4,5,0.5,0.5,3,3,7,7
1000796,3,4,0,0,1,2,0.5,1
1000797,2,3,0,0,5,5,6,7
1000798,1,3,0,0,2,3,7,7
1000799,1,2,0,0,2,2,2,3
1000800,4,6,0,0,2,3,1,2
1000801,2,5,0,0,1,2,1,2
1000802,1,3,0,0,0,3,2,3
1000803,3,6,0,0,3,1,7,7
1000804,1,0.5,2,3,1,2,2,2
1000805,5,5,1,1,7,7,5,7
1000806,0,1,0,0,0.5,0.5,4,7
1000807,2,4,0,0.5,0,0,7,7
1000808,1,2,0,0,1,2,2,3
1000809,0,3,0.5,1,1,2,0.5,1
1000810,3,4,0,0,0.5,0,5,7
1000811,3,1,0,0,0.5,0,7,7
1000812,3,4,0,0,1,0.5,3,3
1000813,2,4,0,0,4,5,4,4
1000814,4,3,0,0,2,1,7,7
1000815,3,3,2,3,5,4,4,5
1000816,2,3,0.5,0.5,0,0.5,3,4
1000817,2,3,0,0,0.5,0,4,5
1000818,4,4,0,1,1,2,2,4
1000819,4,5,0,0,0,0,7,7
1000820,4,5,0,0,1,3,1,1
1000821,3,5,0,0,0,0,7,7
1000822,4,5,0,0.5,2,4,5,7
1000823,5,5,3,3,1,0.5,2,1
1000824,6,5,0,0,0.5,0.5,3,4
1000825,3,4,0,0,0.5,0,3,4
1000826,2,3,0,0,2,1,4,6
1000827,7,7,2,3,2,3,5,5
1000828,1,3,0,1,3,5,5,6
1000829,2,0.5,0,0,2,0.5,4,2
1000830,4,6,0,0.5,0.5,1,3,3
1000831,0.5,1,0,0,3,3,1,3
1000832,3,6,0,0,4,2,4,6
1000833,2,4,0,1,2,3,1,2
1000834,1,4,0,0,3,4,4,5
1000835,5,6,1,2,4,4,4,4
1000836,1,3,0,0.5,0.5,0.5,2,4
1000837,2,4,0,0,1,1,2,3
1000838,3,5,0,0,2,3,3,4
1000839,1,3,1,3,2,3,2,4
1000840,7,7,0,0,1,1,0.5,0.5
1000841,2,2,0,0,2,2,3,3
1000842,3,5,1,2,0.5,0,0,0
1000843,4,6,0.5,0.5,2,2,0.5,1
1000844,0.5,1,0,0,0.5,0,0.5,0
1000845,3,4,0.5,0,2,1,3,5
1000846,3,0,0,0,4,4,3,3
1000847,2,3,0,0.5,0.5,0.5,1,2
1000848,3,2,0,0,0,0,4,6
1000849,3,4,0,0,2,0.5,3,6
1000850,1,0.5,0,0,0.5,1,5,7
1000851,7,7,0,0.5,0,0,7,7
1000852,7,7,0,0,3,0,7,7
1000853,7,7,0,0,2,1,7,7
1000854,3,4,0,0,0,0,7,7
1000855,2,3,0,0,1,1,0.5,1
1000856,6,7,2,1,1,2,0.5,0.5
1000857,1,2,0,0.5,1,2,3,5
1000858,3,5,2,3,4,6,0.5,0.5
1000859,3,5,0,1,1,3,5,7
1000860,1,2,0,0.5,2,3,7,7
1000861,4,3,4,2,5,4,3,3
1000862,5,5,0,0,4,2,5,6
1000863,3,5,0,0,2,4,5,6
1000864,3,7,0,0,5,7,6,7
1000865,3,5,0,1,0.5,1,3,5
1000866,4,7,0,0,7,7,7,7
1000867,3,4,1,1,4,4,0.5,1
1000868,2,4,0,0.5,2,3,3,2
1000869,3,4,0,0,2,3,4,5
1000870,0,2,0,0,0.5,0.5,2,1
1000871,6,7,6,7,6,7,2,2
1000872,4,6,1,3,2,3,7,7
1000873,2,2,0,0,0.5,1,3,4
1000874,3,4,0,0,0,0,3,4
1000875,4,5,0,0,3,4,2,2
1000876,3,5,0,0,0,0.5,3,6
1000877,6,7,0,0,6,7,6,7
1000878,2,3,0,0,0.5,1,3,5
1000879,5,7,0,0,2,2,7,7
1000880,2,3,0,0.5,0.5,0.5,0,0
1000881,3,1,0,0,0.5,1,2,3
1000882,2,3,0,0,0,0,3,4
1000883,1,2,0,0,3,4,3,4
1000884,4,5,0,0,0.5,1,3,4
1000885,2,4,2,3,0,0.5,7,7
1000886,3,2,0,0.5,3,1,0,0
1000887,3,0.5,0,0,1,0.5,0,0.5
1000888,3,3,0,0.5,0,0.5,2,2
1000889,1,5,0,0,4,4,0.5,1
1000890,2,4,0,0,0.5,2,3,5
1000891,0,1,0,0,0.5,1,2,3
1000892,3,2,0,0.5,2,2,0,0.5
1000893,2,3,0,0,2,2,0,0
1000894,0.5,5,0,0,0.5,1,5,7
1000895,5,7,0,0,3,5,6,7
1000896,6,7,0,0,0,0,7,7
1000897,2,3,0,0,1,3,1,1
1000898,2,3,0,0,0.5,0.5,4,6
1000899,2,3,0,0,0.5,0.5,1,2
1000900,3,4,0,0,3,3,1,2
1000901,5,6,0,0,1,1,6,7
1000902,1,1,0,0,2,2,0,0
1000903,4,2,0.5,2,3,5,3,7
1000904,0,1,0,0,2,2,1,1
1000905,2,1,0,0,4,3,0.5,0.5
1000906,0.5,1,0,0,0.5,1,1,1
1000907,7,7,0.5,1,1,3,7,7
1000908,5,6,0,0.5,2,2,4,5
1000909,7,7,0,0,1,3,4,6
1000910,2,3,0,0,3,0.5,2,3
1000911,1,2,0,0.5,3,4,2,3
1000912,0.5,1,0,0.5,2,2,2,3
1000913,1,1,1,3,2,2,3,3
1000914,1,1,0.5,0.5,5,7,7,7
1000915,2,3,0,0,1,1,2,3
1000916,2,3,0.5,2,2,1,0.5,1
1000917,0.5,1,0,0,2,1,7,7
1000918,1,3,0,0,1,2,2,3
1000919,4,7,0,0,0.5,1,7,7
1000920,2,2,0,0,1,2,2,2
1000921,1,1,0.5,0.5,3,2,2,3
1000922,5,7,3,3,4,7,4,4
1000923,2,4,0,0,1,1,3,5
1000924,0,0.5,0,0,2,2,3,4
1000925,3,4,0,0.5,1,3,3,5
1000926,2,4,0,0,0.5,0.5,5,7
1000927,5,1,0,0,2,1,4,5
1000928,3,3,0.5,0.5,0.5,0.5,1,1
1000929,3,4,0,0,0.5,0.5,7,7
1000930,0,1,0,0,5,4,3,3
1000931,1,2,0.5,1,0.5,0.5,1,1
1000933,0.5,1,0,0,3,3,0,0
1000934,2,3,0,0,0.5,0.5,0,0
1000935,4,2,0.5,0.5,0,0,5,5
1000936,0.5,1,0,0.5,0,0,3,5
1000937,3,4,0,0,0,0,2,3
1000938,5,7,7,7,7,7,7,7
1000940,5,7,0,0,0,0,3,4
1000941,7,2,4,7,4,7,1,2
1000942,4,5,1,3,3,5,2,3
1000944,0.5,2,1,3,0.5,1,0.5,1
1000945,3,4,3,4,2,4,2,2
1000946,1,2,0,0,1,3,2,4
1000947,4,6,2,3,0.5,0.5,3,3
1000948,3,6,0.5,1,4,7,0.5,0
1000949,0.5,3,2,5,1,0.5,2,4
1000950,2,5,3,5,1,2,2,3
1000951,4,6,1,3,0,0,1,2
1000952,4,4,4,4,6,6,6,6
1000953,4,6,0,0,6,6,6,6
1000954,6,7,1,2,4,7,7,7
1000955,2,3,0,0,1,1,2,3
1000956,1,0.5,0,0,0.5,0.5,1,1
1000957,0.5,2,0,0,1,3,2,3
1000958,1,2,0,0,0.5,0,1,1
1000959,0.5,7,0,7,0,7,0,7
1000960,1,3,0,0,1,3,1,2
1000961,2,3,0,0,1,1,1,2
1000962,2,0,0,0,3,4,4,3
1000963,5,7,0,1,0,0,2,3
1000964,1,3,0,0,1,2,0,0
1000965,1,4,0,0,5,4,5,6
1000966,1,0.5,0,0,0.5,0.5,1,0.5
1000968,2,2,0,0,1,2,0.5,0.5
1000969,1,3,0,0,0.5,0,3,5
1000970,1,4,0,0,0.5,1,1,2
1000971,1,2,0,0,1,1,0.5,1
1000972,2,4,3,4,7,7,7,7
1000973,3,5,0,0,0.5,0.5,2,4
1000974,1,3,0,1,3,3,1,2
1000975,1,4,0,0,0,0,7,7
1000976,2,4,0,0,4,5,3,4
1000977,3,4,0,0,2,3,4,4
1000978,2,3,2,3,1,1,1,2
1000979,4,7,0,0,3,3,0.5,1
1000980,2,4,2,3,1,1,1,1
1000981,0.5,2,1,2,0.5,1,1,1
1000982,2,7,2,7,1,3,0,0
1000983,5,6,3,5,2,2,0,0
1000984,3,6,0,5,1,1,3,4
1000985,3,4,1,2,2,0,3,4
1000987,0.5,0.5,1,2,1,1,1,2
1000988,2,3,0,0,2,2,0,0
1000989,2,2,2,3,0,0.5,2,2
1000990,2,3,2,2,0.5,1,3,4
1000991,0,1,1,3,1,1,1,1
1000992,2,3,0,0,1,2,0,0
1000993,1,7,1,7,0.5,6,0,0
1000994,1,4,0,0.5,4,7,0.5,1
1000995,1,3,2,4,2,3,1,1
1000996,6,7,2,7,1,4,2,7
1000997,1,2,0.5,1,2,3,3,5
1000999,3,4,4,5,3,5,4,5
1001000,0.5,1,1,1,0.5,0.5,0.5,1
1001001,4,5,4,3,2,3,2,3
1001002,5,7,2,4,0,0,6,7
1001003,4,3,0,0.5,4,2,0,0
1001005,4,4,3,3,2,2,1,2
1001006,3,4,0.5,1,2,2,1,1
1001007,1,2,0.5,1,1,0,2,1
1001008,3,6,3,3,1,1,0.5,1
1001009,1,2,1,1,0.5,0.5,6,5
1001010,5,6,0,1,0.5,1,5,6
1001011,2,2,2,3,1,1,2,2
1001012,2,5,2,4,0.5,0,0,0
1001013,1,0,3,7,2,3,1,2
1001014,0,1,0,1,0.5,0.5,0,0
1001015,5,4,0,0,2,3,7,7
1001016,4,3,0,0,0,0,5,7
1001017,3,3,3,4,1,4,0,0.5
1001018,3,6,0,0,0,0.5,5,7
1001019,2,4,0,0,1,2,0.5,1
1001020,4,5,0,0,6,6,6,6
1001021,1,3,0,0,0.5,0,2,3
1001022,1,3,0,0,3,5,0,0
1001023,4,6,0,0,1,3,2,4
1001024,2,4,0.5,0.5,2,2,5,6
1001025,1,2,0,0,2,2,1,2
1001026,3,5,1,2,3,5,0,0.5
1001027,5,7,0,0.5,2,3,0.5,1
1001028,4,5,4,7,4,3,1,2
1001029,0,0,0,0,0,0.5,0,0
1001030,2,4,0,0,4,7,7,7
1001031,2,4,2,4,7,7,7,7
1001032,2,4,0,0.5,4,6,3,4
1001033,0.5,1,0,0,0.5,0.5,4,3
1001034,2,3,0,0,2,3,2,3
1001035,1,2,0,0.5,0.5,2,1,1
1001036,4,7,0,2,0.5,2,0.5,1
1001037,1,4,0,0,0.5,1,1,1
1001038,3,5,0,0,2,3,6,7
1001039,3,7,0,0,4,6,4,6
1001040,4,5,0,0.5,4,5,3,4
1001041,1,4,0,0.5,3,5,1,1
1001042,3,5,0,0,0,1,4,6
1001043,2,4,0.5,0.5,0,1,3,4
1001044,1,2,0,0,0.5,1,1,2
1001045,4,5,0,0,3,0.5,4,7
1001046,4,7,0,0,3,0,6,7
1001047,2,3,0,0,1,2,1,1
1001048,2,5,0.5,0.5,4,6,0,0
1001049,1,2,0,0,5,3,0.5,0.5
1001050,2,3,0,0.5,2,0.5,6,7
1001051,3,4,0,0,0,0,2,3
1001052,3,1,0,0,0,0.5,3,5
1001053,3,4,0,0,2,3,1,2
1001054,3,4,0,0.5,2,3,2,2
1001055,3,3,0,0.5,1,3,6,7
1001056,2,4,0.5,1,2,5,3,4
1001057,4,5,3,5,3,3,7,7
1001058,4,6,0,0,2,6,0,0
1001059,0.5,0,0,0,0.5,0,4,5
1001060,3,5,0,0,0.5,0.5,2,2
1001061,0.5,1,0,4,7,7,0,0
1001062,2,3,0,0,2,3,3,3
1001063,2,3,0,0,0.5,0.5,2,3
1001064,2,3,0,0,0.5,0.5,1,2
1001065,4,6,0,0,0.5,1,3,5
1001066,7,7,4,2,6,4,7,7
1001067,2,6,0,0,0,0,4,7
1001068,1,2,0,1,2,4,1,2
1001069,1,2,0,0.5,1,3,1,1
1001070,3,4,0,0,1,2,2,3
1001071,1,4,0,0.5,7,7,6,6
1001072,5,6,0,0,2,3,1,1
1001073,5,5,0,0,5,5,4,4
1001074,2,5,0.5,0.5,0,0,0,0
1001075,2,2,0,0,2,3,6,7
1001076,1,2,0.5,1,0.5,0.5,2,4
1001077,1,2,0,0,2,2,1,2
1001078,2,4,0,0,2,2,0.5,1
1001079,3,6,0,0,1,2,3,5
1001080,1,2,0,0,0.5,0.5,2,4
1001081,4,5,0,0,3,2,4,5
1001082,2,3,0,0,2,1,1,1
1001083,3,4,0,0,3,1,7,7
1001084,2,4,0,0,3,5,6,6
1001085,1,2,0,0,1,1,4,7
1001086,0,2,0,2,1,3,2,4
1001087,4,6,3,0.5,2,0.5,7,7
1001088,3,2,0.5,0.5,0.5,0.5,0,0
1001089,0,0.5,0,0,0,0,0.5,0.5
1001090,4,4,0,0,6,6,7,7
1001091,1,2,0,0,2,3,3,4
1001092,5,6,0.5,1,2,2,2,2
1001093,0.5,3,0,1,2,4,4,5
1001094,2,3,0.5,0.5,1,3,1,2
1001095,2,3,0,0,0.5,1,4,5
1001096,4,4,0,0.5,2,3,1,2
1001097,6,7,0,0,0,0,7,7
1001098,3,5,1,3,2,2,0.5,1
1001099,4,4,0,6,7,2,7,6
1001100,3,5,0,0,0.5,0.5,0.5,0
1001101,2,3,0,0,1,1,7,7
1001102,0.5,0.5,0.5,1,1,2,3,5
1001103,1,2,0,0,1,0,3,3
1001104,3,4,0,1,0.5,1,2,3
1001105,6,7,0,2,3,0.5,5,7
1001106,0.5,2,0,0,1,1,5,7
1001108,1,5,0,0,1,4,2,4
1001109,7,7,5,6,7,7,6,7
1001110,1,3,2,3,0.5,0.5,1,2
1001112,2,2,0,0,2,1,3,3
1001113,1,2,3,4,2,0.5,3,6
1001114,2,0.5,0,0,2,3,4,5
1001115,2,4,0,0,1,3,3,4
1001116,5,7,0,0,3,4,0.5,0.5
1001117,5,5,0,0,1,1,7,7
1001118,1,2,0,1,2,3,2,2
1001119,4,3,0,0,2,2,4,5
1001120,1,3,2,4,4,3,4,5
1001121,1,4,0,0,2,0.5,3,3
1001122,2,5,0,0,0,0,3,5
1001123,0.5,2,0,0,2,3,2,4
1001124,1,2,0,0,1,2,0.5,0.5
1001125,1,3,0,0,3,0,3,4
1001126,3,6,0,0,1,0.5,6,6
1001127,3,1,0,0,0,0.5,7,7
1001128,5,6,2,3,3,5,4,4
1001129,2,3,0,0,0,0.5,3,4
1001130,2,1,0,0,1,2,0.5,0
1001131,1,5,0,0,0,0,0,0
1001132,2,2,0,1,3,4,1,1
1001133,6,3,1,0,1,0.5,7,7
1001134,3,4,0,0,1,0,3,4
1001135,2,0.5,0,0,2,4,0.5,0.5
1001136,4,6,0,0,2,2,7,7
1001137,2,3,0,0,1,4,4,7
1001138,2,3,0,1,1,2,4,5
1001139,0,1,0,0,1,3,0,0
1001140,3,7,1,1,1,1,0.5,1
1001141,5,5,0.5,0.5,2,1,5,6
1001142,6,7,0.5,4,0,0,6,7
1001143,2,3,0,0,2,2,3,4
1001144,1,3,0.5,0.5,1,2,2,2
1001145,1,4,0,0.5,2,2,5,6
1001146,4,6,0,0,6,3,4,7
1001147,0.5,2,0.5,2,3,7,2,3
1001148,5,5,0,1,2,3,0.5,1
1001149,6,7,3,3,3,4,6,7
1001150,2,4,0,0,2,3,2,4
1001151,3,3,0.5,1,2,2,0.5,1
1001152,4,7,0,0,2,3,7,7
1001153,2,3,0,0,0.5,0.5,2,3
1001155,3,3,0,0,2,3,2,3
1001156,5,7,2,3,1,2,2,4
1001157,0,1,0,0,0,0,4,7
1001158,5,5,0.5,0.5,7,7,7,7
1001159,6,7,2,3,7,7,7,7
1001160,0.5,0.5,0,0,0,0.5,1,2
1001161,2,4,1,2,2,2,0.5,0.5
1001162,3,4,2,3,4,5,4,6
1001163,3,5,0.5,2,2,1,4,5
1001164,1,3,0,0.5,1,2,2,3
1001165,0.5,0.5,0,0,6,7,6,5
1001166,0,2,0,0,0,0,5,7
1001167,5,5,1,1,2,1,2,3
1001168,0.5,1,0,0.5,0.5,0.5,0,0.5
1001169,2,5,0,2,1,3,1,3
1001170,3,3,0,0,0.5,0.5,2,3
1001171,3,5,0,0,1,1,3,4
1001172,4,5,0.5,0.5,1,2,1,2
1001173,4,5,0,0,6,7,7,7
1001174,4,4,0,0,0.5,1,5,5
1001175,3,5,0,0,2,2,2,2
1001176,4,3,1,1,0.5,2,1,1
1001177,7,7,0,0,3,3,7,7
1001178,7,7,0.5,0.5,0,0,3,3
1001179,3,5,3,5,6,6,3,3
1001180,1,0.5,0,0,0.5,0,4,5
1001181,2,4,0,0,2,0.5,7,7
1001182,1,2,1,1,1,2,2,3
1001183,3,4,0,0,0,0,4,4
1001184,2,2,0,0,3,2,3,4
1001185,4,7,0,0,4,4,4,5
1001186,3,6,0,0,0,0,4,2
1001187,2,3,0,0,1,2,3,5
1001188,2,4,0,0,0.5,1,1,1
1001189,4,5,0,0,7,7,7,7
1001190,3,5,0,0.5,3,2,1,2
1001191,2,3,1,2,4,3,4,5
1001192,0.5,3,0,0.5,2,2,0.5,1
1001193,3,2,3,5,4,2,4,6
1001194,3,4,0,0,5,4,3,4
1001195,1,2,0,0,2,4,1,1
1001196,1,2,0,0.5,3,2,1,2
1001197,1,4,0,0,3,4,7,7
1001198,2,3,0,0,0.5,0,6,7
1001199,3,5,0,0,1,1,2,3
1001200,2,3,0,1,0,1,4,6
1001201,3,4,2,2,3,5,0.5,1
1001202,2,4,0,2,1,2,6,7
1001203,3,3,0,0,1,0.5,2,1
1001204,2,3,1,1,0.5,0.5,1,3
1001205,0.5,6,0,0.5,3,4,7,7
1001206,3,4,0,1,2,1,2,5
1001207,7,7,0,0,5,7,5,7
1001208,7,7,0,0,0,0,7,7
1001209,1,1,0,0,1,1,3,4
1001210,2,5,0,0,1,2,5,6
1001211,1,2,0,0,1,1,0,0
1001212,2,4,0,0,3,4,0.5,0.5
1001213,5,7,2,5,6,7,3,3
1001214,2,7,7,7,2,2,7,7
1001215,1,3,0,0,0.5,0,5,6
1001216,2,3,0,0,0,0,1,2
1001217,2,3,0,0,0,0,1,2
1001218,1,0.5,0,0,0.5,0,1,1
1001219,0.5,1,0,0,0.5,1,0.5,2
1001220,3,3,0,0,0.5,0.5,3,5
1001221,1,3,0,0,3,2,2,2
1001222,3,4,0.5,2,0.5,0.5,0.5,1
1001223,2,5,0,0,0.5,1,2,3
1001224,2,2,1,2,0,0,0,0
1001225,4,3,0,0.5,1,0,7,7
1001226,3,4,0,0,2,2,4,5
1001227,6,7,1,2,2,4,6,7
1001228,2,3,0,0,1,1,3,5
1001229,2,3,0,1,4,5,0.5,0.5
1001230,2,3,0,0,0.5,1,7,7
1001232,0.5,2,0.5,0.5,4,6,0,0
1001233,4,6,1,3,3,1,4,7
1001234,3,5,1,2,3,3,1,3
1001235,3,4,0,0,1,2,3,4
1001236,0.5,5,0,0,5,7,1,4
1001237,3,5,0,0.5,1,1,2,2
1001238,2,4,0,0,3,4,4,7
1001239,4,4,0,0,0.5,1,2,3
1001240,0.5,1,0,0,0,0.5,1,2
1001241,3,5,0.5,0.5,1,1,5,7
1001242,1,3,0.5,4,3,7,5,6
1001243,2,4,0,0,4,5,4,4
1001244,4,3,0.5,1,1,2,7,7
1001245,3,5,0,0,0,1,3,6
1001246,5,7,0,0,0,0,5,7
1001247,2,5,0,0,2,5,3,4
1001248,1,4,0,0,1,1,4,7
1001249,2,4,0,0,1,2,3,4
1001250,3,5,0.5,1,1,2,3,6
1001251,3,5,0,0,0,0,4,6
1001252,2,1,0,0,1,0.5,6,5
1001253,5,7,5,7,2,2,7,7
1001254,5,6,0,0,3,3,0.5,0.5
1001255,1,2,0,0,2,0,1,2
1001256,6,7,0,0,7,7,7,7
1001257,4,5,0,0,0.5,0.5,5,6
1001258,1,3,0,0,0.5,1,4,4
1001259,3,4,0,0,2,4,0.5,1
1001260,1,2,0,0,0.5,0,7,7
1001261,5,7,0,0,0.5,1,6,7
1001262,6,7,1,4,1,1,0.5,0
1001263,0,2,0,0,0.5,1,5,7
1001264,3,5,0,0,0.5,1,4,5
1001265,2,3,0,0,1,2,0,0
1001266,2,1,0,0,4,5,6,6
1001267,3,5,0,0,4,3,5,5
1001268,7,7,0,0,7,7,7,7
1001269,6,6,0,0,1,1,0.5,2
1001270,4,6,0,0,1,2,0.5,1
1001271,6,6,0,0,2,2,7,7
1001272,7,7,7,3,0,0,7,7
1001273,2,5,0,0,3,4,7,7
1001274,3,4,0,0,1,1,5,5
1001275,4,4,0,0,2,2,1,1
1001277,7,7,0,0,4,6,5,7
1001278,4,0,0,0,0,0,6,7
1001279,1,2,0,0,2,0,3,4
1001280,5,6,0,0,1,0,5,6
1001281,1,6,0,0,7,7,5,1
1001282,3,6,0,0,0,0,3,5
1001283,2,2,0,0,2,0.5,2,2
1001284,1,1,0,0,7,7,7,7
1001285,4,5,0.5,0.5,1,1,2,2
1001286,4,5,3,5,7,7,7,7
1001287,4,4,0,0,2,2,2,2
1001288,4,0.5,0,0,5,6,7,7
1001289,2,3,0,0,0.5,1,3,6
1001290,2,0.5,0,0,0.5,0,3,4
1001291,3,5,0,0,3,6,3,5
1001292,2,4,0,0,1,0.5,5,7
1001293,5,7,0,0,0.5,0,4,5
1001294,5,7,0,0,4,6,5,6
1001295,2,3,0.5,0.5,1,1,4,6
1001296,1,4,0,0.5,0,0.5,7,7
1001297,5,2,0,0,0,0.5,7,7
1001298,2,3,0,0,1,2,3,4
1001299,4,5,0,0,5,6,7,7
1001300,1,3,0,0,1,2,4,4
1001301,1,2,0,0,4,3,3,4
1001302,2,3,0,0,0,0,4,6
1001303,7,7,0,0.5,0,0,7,7
1001304,4,2,0,0,0,0,7,7
1001305,2,0.5,0,0,0.5,1,5,7
1001306,5,6,0,0,0,0.5,3,4
1001307,0.5,2,0,0,0,0,2,5
1001308,2,3,0,0,0.5,0,3,3
1001309,7,7,0,0,3,4,4,5
1001310,2,4,0,0,1,0.5,1,2
1001311,2,7,0,2,6,7,2,7
1001313,3,3,0,0,0,0.5,2,1
1001314,0.5,2,0,0,0,0,3,7
1001315,2,3,0,0,3,3,2,3
1001316,0.5,2,0,0,2,3,4,4
1001317,2,3,0,0,1,2,2,3
1001318,1,2,0,0,1,0.5,2,6
1001319,3,2,0,0,2,0.5,7,7
1001320,0,1,0,0.5,0,0,6,7
1001321,7,7,0,0,2,0,7,7
1001322,2,3,3,3,0.5,1,3,3
1001323,3,6,0,0,2,2,1,3
1001324,5,5,0,0,0,0,3,4
1001325,3,3,0,0,0,0,7,7
1001326,2,4,0,0,0,0,3,5
1001327,0.5,3,0,0.5,0,0,3,6
1001328,3,4,0,0,0,0,1,2
1001329,3,4,0,0,5,6,6,6
1001330,3,6,0,0,1,1,4,6
